frame,traj_ids,x_coords,y_coords,z_coords
5.0,96,717.7853707449777,285.3584620884487,510.8857142857143
5.0,97,880.8421456473216,35.55146686008998,638.9714285714286
6.0,90,239.20214494977677,797.0339826311385,638.4285714285714
6.0,86,46.91243362426758,67.31371623447964,599.7714285714286
6.0,104,346.55567365373884,440.32845023018973,617.4857142857143
6.0,91,487.9706115722657,1000.967529296875,644.0
6.0,75,135.31651960100447,276.6633100237165,568.4000000000001
6.0,92,51.96861376081194,224.8514395577567,691.6857142857143
6.0,98,959.0468209402902,33.73304492405483,601.4285714285714
6.0,82,110.75777064732142,878.220254952567,569.9142857142857
6.0,85,221.84381539481026,923.3003138950894,575.2857142857142
6.0,84,195.03075081961495,912.0047154017858,589.657142857143
6.0,77,770.0894112723215,771.4452689034598,503.85714285714295
6.0,108,840.0438842773439,463.10406494140625,472.00000000000006
6.0,76,805.8836861746652,659.8296752929688,475.17142857142863
6.0,103,9.951663112640382,23.3873617717198,621.457142857143
6.0,87,1017.3863263811385,441.27823224748886,613.2
6.0,81,522.9647216796875,626.5880737304689,622.0
6.0,106,606.467400251116,957.0466727120537,703.8857142857144
6.0,109,590.5477905273438,10.977718353271488,584.0
6.0,102,277.5039794921875,957.2299560546876,617.2571428571429
6.0,88,35.088902827671596,532.5625959123884,640.3142857142857
6.0,101,505.45346941266746,234.2191624232701,508.9714285714286
6.0,78,548.1431867327009,905.048118373326,634.2857142857143
6.0,105,907.8092843191964,110.7247735159738,499.51428571428573
6.0,83,134.3925968715123,364.6129141671317,624.5428571428572
6.0,89,341.85271606445315,51.45366178240096,618.6285714285714
6.0,80,359.5911926269531,990.8565464564731,568.2571428571429
6.0,96,717.7540318080358,292.23922642299107,512.2285714285715
6.0,97,881.206752232143,40.77533318655831,638.6857142857143
7.0,90,238.92206769670761,799.8014212472099,636.2285714285715
7.0,86,46.77516523088728,70.69466596330915,597.2571428571429
7.0,104,346.9332632882254,443.02153233119424,617.5714285714287
7.0,75,135.18856680733816,282.8151053292411,569.9142857142858
7.0,92,52.149706159319194,229.6279833112444,690.6571428571428
7.0,98,958.8902204241073,37.76856476919992,600.7714285714286
7.0,82,110.3241686139788,882.2924577985491,575.8571428571429
7.0,85,221.6767294747489,926.5602068219866,577.9714285714286
7.0,84,195.39319109235493,915.3199009486607,588.1142857142858
7.0,77,770.3445957728795,776.6000505719867,506.8571428571429
7.0,108,839.8694684709822,477.4436174665179,505.0857142857143
7.0,76,805.5487269810269,666.0868913922991,474.0285714285715
7.0,103,10.711327879769462,30.126751872471402,618.4
7.0,87,1017.1138270786831,445.1261701311384,618.9142857142857
7.0,106,606.5806466238839,963.4640607561385,692.9714285714285
7.0,109,590.2303676060268,14.958869007655556,562.9142857142857
7.0,102,277.2194030761719,962.7222586495536,614.2571428571429
7.0,88,34.74291076660157,534.9984636579242,639.3142857142857
7.0,101,504.71370326450904,240.8452728271484,511.77142857142854
7.0,78,548.012939453125,910.5386352539065,622.0
7.0,105,908.172825404576,116.51082938058036,480.0571428571429
7.0,83,134.187504359654,369.57561209542416,621.3142857142857
7.0,89,341.6223161969866,55.50586275373186,630.0
7.0,80,360.22640904017857,996.2607160295759,559.5428571428572
7.0,96,717.827716936384,299.22982526506695,513.2285714285715
7.0,97,881.2186628069196,46.46311841692244,634.7428571428572
8.0,115,744.2510986328126,144.11866760253906,519.0000000000001
8.0,90,238.95415910993302,802.1645682198662,633.6857142857143
8.0,86,46.711618368966235,73.52971692766462,598.7142857142858
8.0,104,346.93942435128344,445.3869105747768,616.9428571428571
8.0,75,134.6698996407645,288.6997576032366,564.8000000000001
8.0,92,51.88487287248884,234.54344656808038,686.8000000000001
8.0,98,959.2702985491071,42.2274658203125,604.7142857142857
8.0,82,110.0489000592913,886.4469639369419,582.4000000000001
8.0,85,221.50020010811946,930.2011073521205,577.1714285714286
8.0,84,195.42876020159042,918.8654558454241,589.4857142857144
8.0,77,770.4559361049107,782.3126534598216,507.6571428571429
8.0,108,839.9088500976561,492.0550763811384,524.7142857142858
8.0,76,805.6130475725447,672.482737513951,471.22857142857146
8.0,103,10.807639476231168,37.72654500688826,617.6000000000001
8.0,87,1017.3021100725446,449.06584647042416,621.3428571428572
8.0,106,606.180482700893,969.5352416992189,669.6285714285715
8.0,109,589.6440447126116,18.54067600795201,558.7142857142857
8.0,102,276.8022487095424,968.3880214146205,620.1142857142858
8.0,88,34.410634395054416,537.4897234235492,640.2571428571429
8.0,101,504.6022923060827,248.44276253836495,511.9714285714286
8.0,105,907.874103655134,122.43253849574499,491.97142857142865
8.0,83,133.76798967633928,374.9563441685268,615.3714285714286
8.0,89,341.611546107701,59.23961563110352,642.9714285714285
8.0,80,360.3468104771206,1001.559406389509,569.1428571428572
8.0,96,717.7840924944197,305.9926025390625,512.1142857142856
8.0,97,881.1552943638394,51.91914803641183,643.5714285714286
9.0,115,743.3451869419642,150.28828866141183,514.0857142857143
9.0,90,238.9758841378348,804.6495762416295,632.0857142857144
9.0,86,46.73451058523996,76.07383728027344,596.3142857142858
9.0,104,346.6040309361049,448.0366306849889,616.2285714285715
9.0,75,134.26909920828686,295.0875950404576,556.2
9.0,92,51.918511090959825,239.3108782087054,687.4857142857144
9.0,98,959.6076171875001,46.5592896597726,612.1714285714286
9.0,82,110.15356859479631,890.55517578125,587.8857142857142
9.0,85,221.52372131347653,933.7138898577008,578.2571428571428
9.0,84,194.7637939453125,922.6909197126116,593.4285714285716
9.0,77,770.2623413085937,787.4703805106027,507.68571428571425
9.0,108,839.5578090122767,506.1647504534041,522.6857142857143
9.0,76,806.1023193359375,678.7059674944196,470.8857142857143
9.0,103,10.483111136300224,45.14492525373187,616.5142857142857
9.0,87,1017.6315691266742,453.4064522879465,628.9428571428572
9.0,116,868.4346313476562,313.8804016113281,500.0
9.0,106,606.1420078822545,976.0013514927455,648.2857142857143
9.0,109,589.4041974748885,21.920916557312015,570.2857142857143
9.0,102,276.49791346958705,973.6959524972099,622.3428571428572
9.0,88,34.297545841761995,539.9441493443081,644.6571428571428
9.0,101,504.79365495954244,254.71700265066966,510.08571428571435
9.0,105,907.8617937360491,128.71110556466238,502.5142857142858
9.0,83,133.63480922154017,380.2840663364955,615.7714285714286
9.0,89,341.87621895926344,62.67240785871233,649.9142857142857
9.0,80,359.98480224609375,1006.0341796875001,593.0000000000001
9.0,96,717.1312517438616,313.0266331263951,511.6571428571429
9.0,97,880.903777204241,58.10766013009208,644.5714285714286
10.0,115,742.4986798967635,155.84757516043524,496.08571428571435
10.0,90,239.02304818289625,806.9669015066963,631.0571428571429
10.0,86,46.350943429129465,78.6633749825614,613.6571428571428
10.0,104,346.49212646484375,451.0102233886719,615.0
10.0,75,133.7170837402344,301.9304896763393,554.5142857142857
10.0,92,51.81926651000977,243.69998038155694,690.8285714285714
10.0,98,959.6968331473214,50.24352667672293,607.1428571428571
10.0,82,110.42007860456195,894.7631190708705,588.3714285714286
10.0,85,221.4735765729632,937.3847429547992,577.3428571428572
10.0,118,405.0423278808594,830.0759887695312,591.0000000000001
10.0,84,194.70328369140628,926.6055228097099,595.657142857143
10.0,77,770.2432076590402,793.0739937918527,509.1428571428572
10.0,108,839.5404628208706,520.7400285993303,518.1142857142858
10.0,76,806.1193830217634,684.6797851562501,473.9714285714286
10.0,103,10.771940231323242,52.71337552751814,616.7714285714285
10.0,87,1017.4621268136162,457.49601353236613,622.0857142857143
10.0,116,868.3409824916296,319.597758265904,501.88571428571436
10.0,106,605.9219761439732,983.3064261300224,651.4857142857144
10.0,109,589.1574148995536,25.574983814784463,574.7714285714286
10.0,102,276.43862566266745,979.5788731166294,639.8857142857142
10.0,88,34.635589708600726,542.6314784458706,642.657142857143
10.0,101,504.4154235839844,258.9950735909598,509.37142857142857
10.0,105,907.8076468331474,135.1235842023577,493.9428571428571
10.0,83,133.2967490059989,384.7450988769532,620.3714285714286
10.0,89,342.0567993164063,66.67376926967076,645.6571428571428
10.0,96,716.503679547991,320.0597795758929,511.31428571428575
10.0,97,881.0851841517857,63.49953787667411,649.0857142857143
11.0,115,742.2238560267857,162.1058066231864,491.6285714285714
11.0,90,238.77270595005584,809.3294904436384,631.8857142857144
11.0,86,46.263552747453964,81.44373299734933,624.0857142857143
11.0,75,133.6256766183036,308.0021876743862,553.0
11.0,92,51.72676892961775,247.9262159075056,690.1428571428573
11.0,98,959.4533586774552,54.15529131208148,604.0285714285715
11.0,82,110.22433624267579,899.0228254045759,583.1428571428571
11.0,85,221.46797790527341,940.9997331891742,577.6285714285715
11.0,118,404.45659790039065,838.4318533761161,581.5428571428572
11.0,84,195.15105416434153,929.5864955357143,592.5428571428572
11.0,77,770.310764857701,798.3808349609376,507.22857142857146
11.0,108,839.0999651227679,535.3013392857143,513.8285714285713
11.0,76,805.7968488420761,691.2348632812501,476.77142857142854
11.0,103,11.138888822283066,59.56132311139788,618.1714285714286
11.0,87,1017.3242501395089,461.6062168666295,615.0285714285715
11.0,116,868.6359008789061,324.58071463448664,497.3142857142857
11.0,106,605.9174246651786,990.2427542550224,663.0000000000001
11.0,109,588.9603271484375,29.561218261718754,569.0
11.0,102,277.00396118164065,985.063956124442,628.2
11.0,88,34.33402633666992,545.4155395507812,661.3714285714286
11.0,101,504.58989780970984,264.8317422049386,510.37142857142857
11.0,105,907.5362269810267,141.37064121791298,480.94285714285706
11.0,83,133.1664280482701,389.35248413085935,624.2000000000002
11.0,89,342.03173828125,70.24256134033203,644.0
11.0,96,717.0459664481027,326.87754516601564,511.45714285714297
11.0,97,881.516845703125,68.23934936523439,668.0
12.0,123,363.5428161621093,269.02096557617193,626.0000000000001
12.0,115,742.2668962751115,169.40738263811383,502.28571428571433
12.0,90,238.66936950683592,811.591721888951,631.8571428571429
12.0,86,46.00403780255999,83.99571293422154,615.9714285714286
12.0,75,133.15333339146207,313.6520263671875,552.7142857142857
12.0,92,51.38545652117049,252.6957358224051,687.9428571428572
12.0,98,959.5566423688616,57.91817779541015,603.5142857142857
12.0,82,109.4704585484096,903.7601039341519,578.2285714285714
12.0,85,221.49894060407365,944.7433750697545,574.0571428571428
12.0,118,404.7900538853237,846.7485996791295,584.8857142857144
12.0,125,588.4437255859375,33.05826187133789,627.0
12.0,84,195.67459934779575,933.3961844308036,589.2571428571428
12.0,77,770.5457519531251,803.8785975864955,504.7428571428571
12.0,126,453.4958801269531,636.9844970703125,606.0
12.0,108,838.4794311523439,549.0618896484375,529.0
12.0,76,805.1253487723214,697.7172834123884,479.82857142857137
12.0,103,11.129597091674805,67.12745840890068,616.6857142857143
12.0,124,380.4689636230468,472.9831237792969,622.0
12.0,87,1016.8938947405135,465.8888044084822,603.9428571428572
12.0,116,868.880339704241,329.9027021135603,492.1428571428571
12.0,106,605.3594831194197,996.2997017996652,662.4571428571429
12.0,102,277.57506365094866,990.3999215262278,625.2857142857143
12.0,88,33.9957376752581,548.1036743164062,684.4857142857144
12.0,101,504.54019862583704,271.0916329520089,513.5714285714286
12.0,105,907.348842075893,147.56411917550224,487.37142857142857
12.0,83,132.74356820242744,394.3388105119978,623.8857142857144
12.0,96,717.2587245396206,333.30533883231027,511.45714285714286
13.0,123,363.3335902622768,274.57403477260044,626.7428571428571
13.0,115,741.7733764648439,174.73928833007815,501.00000000000006
13.0,90,239.02841796875,813.9778424944196,631.0285714285715
13.0,86,45.670421709333155,86.80662231445314,595.8571428571428
13.0,75,133.40074986049106,320.12315063476564,559.7714285714286
13.0,92,51.70600237165179,257.2031873430525,688.5142857142858
13.0,98,959.4264282226563,61.82974188668388,606.1428571428571
13.0,82,109.10089678083148,908.4696411132812,574.5428571428572
13.0,85,221.53448486328125,948.364440917969,570.0
13.0,118,405.0423235212054,854.5205862862723,582.4285714285714
13.0,125,588.3574515206474,36.084856087820874,639.0571428571428
13.0,84,195.38323669433595,937.4871390206473,582.7714285714286
13.0,77,770.1879359654018,808.4338483537947,506.6571428571429
13.0,126,453.0590907505581,640.4931535993304,606.9142857142857
13.0,76,805.6382045200893,704.2350115094865,478.42857142857144
13.0,103,10.88944456917899,74.41317988804407,616.5714285714287
13.0,124,371.86299700055804,472.10124860491067,620.6857142857142
13.0,87,1016.8503487723214,470.0904445103237,606.0857142857143
13.0,127,520.6723022460938,829.3489379882814,729.0
13.0,116,868.2982352120536,335.7551339285714,490.19999999999993
13.0,106,605.0111345563615,1002.5808558872768,660.6285714285714
13.0,102,277.5634129115514,995.6711094447546,625.1714285714286
13.0,128,799.9662475585938,48.18217086791993,744.0
13.0,88,33.826900482177734,550.5342407226562,698.0
13.0,101,504.7834324428014,278.02964651925225,507.8571428571429
13.0,105,906.7713535853796,153.46396745954243,489.28571428571433
13.0,83,132.5787078857422,399.2146187918527,621.0
13.0,96,716.8694056919644,340.2363446916853,512.0285714285715
14.0,123,363.3356968470983,279.24627162388396,626.0
14.0,90,239.29662737165177,816.3603672572544,628.8285714285715
14.0,86,45.06324157714844,89.82831660679409,591.6571428571428
14.0,75,133.62672293526785,326.8571559361049,569.7428571428572
14.0,92,51.84813984462194,261.79448547363285,691.4
14.0,98,958.9828491210939,65.39531707763672,603.0
14.0,82,108.7276630946568,912.0590366908482,577.8
14.0,118,404.9992693219866,862.8156529017858,570.5428571428572
14.0,125,588.0785435267858,39.58880822317941,617.3142857142857
14.0,84,195.1239719935826,941.78837890625,585.4571428571429
14.0,77,769.2373657226564,812.7238159179688,513.0
14.0,126,452.97067086356026,643.3718069893973,606.9142857142857
14.0,76,805.8239972795759,710.7773890904019,487.0285714285714
14.0,103,11.15779781341553,80.99073791503906,617.0
14.0,124,354.96683175223217,466.28141653878345,613.4571428571429
14.0,87,1016.9814854213171,474.0285191127233,613.6857142857143
14.0,127,520.3543770926339,835.9804234095982,725.3428571428572
14.0,116,868.1263776506696,341.3809980119978,494.9142857142858
14.0,106,604.5797467912946,1008.7299246651787,662.5142857142857
14.0,102,276.98986816406256,1001.1069946289062,625.0
14.0,128,799.8062011718749,56.04598737444197,723.1142857142856
14.0,129,33.96302032470704,553.0253906250001,638.0
14.0,101,504.98694806780134,283.4730320521764,500.1142857142858
14.0,105,906.7089163643974,159.2824929373605,489.74285714285725
14.0,83,132.26672930036273,403.71149466378347,618.1142857142859
14.0,96,716.45322265625,347.70860072544644,511.91428571428577
15.0,123,363.3113359723772,284.0005109514509,623.7428571428572
15.0,90,239.39439871651783,818.5564610072545,630.6857142857143
15.0,86,47.55766770499093,92.1613754272461,611.4857142857143
15.0,75,133.66970868791856,333.35489763532365,574.2285714285714
15.0,92,51.59592187064035,266.2669128417969,690.2285714285715
15.0,82,108.66632058279856,915.2860246930803,582.6857142857143
15.0,118,403.93094482421884,871.751740373884,571.2571428571429
15.0,125,587.9016078404019,43.587955474853516,599.9428571428572
15.0,84,195.0447256905692,945.3762276785714,588.4857142857144
15.0,126,453.0492710658482,646.374298967634,605.9142857142857
15.0,76,806.2188023158482,717.446484375,486.9428571428571
15.0,124,343.03962227957595,462.5166041782924,625.6857142857143
15.0,87,1017.1379499162948,477.9647827148438,618.6
15.0,127,519.6417358398438,842.7071498325893,722.5142857142857
15.0,116,867.7556396484375,346.1911952427456,494.20000000000005
15.0,132,995.9790039062501,947.1303710937501,570.0000000000001
15.0,106,604.5148315429688,1014.2207031250001,681.0
15.0,128,799.7432181222099,63.271376255580364,694.7714285714286
15.0,129,33.96777518136161,556.0910609654019,650.6571428571428
15.0,101,504.3701869419642,289.6872750418527,499.71428571428567
15.0,105,906.0948277064732,165.7846139090402,488.6857142857143
15.0,133,691.8688354492188,144.06455993652344,514.0
15.0,83,132.11490129743302,409.0078639439174,619.0857142857143
15.0,96,716.4484340122768,355.23404366629467,510.8000000000001
16.0,123,363.14838518415183,289.3905046735491,622.7714285714286
16.0,90,239.1757254464286,820.8641828264509,633.0571428571429
16.0,86,38.837190137590675,95.9041240147182,631.2571428571429
16.0,75,132.81809953962053,339.2457214355469,573.6857142857143
16.0,92,50.73734926496233,271.17718418666294,683.9142857142856
16.0,82,109.03846609933036,919.1350620814733,585.4
16.0,118,403.7247732979911,880.9046543666295,583.257142857143
16.0,125,588.0985682896206,47.407111903599336,581.5714285714287
16.0,84,195.00219508579804,948.9122209821428,594.4285714285714
16.0,77,769.9818115234376,824.6331176757812,504.00000000000006
16.0,126,452.998739188058,649.767449079241,605.4285714285714
16.0,76,805.7305943080356,723.670197405134,484.02857142857135
16.0,124,345.7030290876116,466.619420514788,652.657142857143
16.0,87,1016.7028267996653,482.094779750279,626.7428571428571
16.0,127,519.6675310407367,848.6700526646205,723.5428571428572
16.0,116,867.5360246930804,351.2957406180246,491.7714285714286
16.0,132,996.1081577845982,954.6547119140625,594.2857142857143
16.0,135,220.38381958007815,958.123291015625,514.0
16.0,128,799.8374232700893,69.90203345162529,677.0857142857143
16.0,129,33.91473497663226,558.3433227539064,651.1142857142858
16.0,101,503.83223789760046,295.32168230329245,505.31428571428575
16.0,105,906.6184884207589,172.16583862304688,496.3714285714286
16.0,133,692.4522269112723,149.5767120361328,478.9714285714286
16.0,83,131.9844970703125,414.914408656529,617.6
16.0,96,716.0161655970983,362.11039167131696,509.2
16.0,134,360.0596923828125,16.07522010803223,629.0
17.0,123,362.34756556919643,294.92831246512276,623.4857142857143
17.0,90,239.3360617501395,823.5062622070312,634.4285714285714
17.0,86,11.16411399841307,103.03572082519531,638.0000000000001
17.0,75,132.96401062011716,346.0566414969308,570.1999999999999
17.0,92,50.62269428798131,275.8631399972099,680.9714285714285
17.0,82,109.45684640066965,923.6250069754465,582.0857142857143
17.0,118,404.5119323730468,888.9536743164064,586.0
17.0,125,586.5323887416295,54.96160093035017,571.4571428571428
17.0,84,194.47558942522323,952.75132359096,592.2
17.0,77,770.9288905552456,828.5268258231026,509.31428571428575
17.0,126,452.9731480189733,653.4866280691965,605.6571428571428
17.0,76,805.7582885742188,729.7201677594867,483.1714285714285
17.0,124,345.5033264160156,468.31884765625,676.0000000000001
17.0,87,1016.2953299386161,486.65643397739956,614.3142857142857
17.0,127,520.1926862444196,854.5474225725447,727.4857142857144
17.0,116,867.3596801757814,356.9421691894532,489.99999999999994
17.0,132,996.3325509207589,961.5550327845982,603.1714285714287
17.0,140,43.4995346069336,97.95301818847658,600.0
17.0,135,221.04397234235492,962.172535923549,549.9428571428572
17.0,138,839.3210449218751,619.8377075195312,512.0
17.0,128,800.0412161690848,76.46859839303153,679.5428571428571
17.0,129,34.142014312744145,560.1793840680804,646.6285714285714
17.0,101,503.30068882533493,301.0762233189174,498.5714285714285
17.0,105,906.5192749023438,178.13555690220426,493.20000000000005
17.0,133,693.191788155692,155.00374319893973,477.37142857142857
17.0,83,131.92869175502233,420.0405744280134,614.5714285714284
17.0,96,715.6111275809153,368.1038705008371,512.2857142857142
17.0,134,359.7887425013951,21.023173141479496,611.6571428571428
18.0,123,362.5095415387835,299.8027893066406,625.2571428571429
18.0,90,239.40981532505577,825.745166015625,633.8285714285714
18.0,75,132.80402875627792,352.35239868164064,567.3428571428572
18.0,92,51.22814113071987,280.5062962123326,683.8857142857144
18.0,82,109.13175310407367,927.8373186383928,580.0571428571428
18.0,125,592.0688598632812,44.59789014543806,563.1428571428571
18.0,84,194.1570796421596,956.5245692661831,592.8571428571429
18.0,77,770.9624790736607,833.6937465122769,510.8285714285715
18.0,126,453.0023193359375,656.9467163085938,606.0
18.0,76,805.3313703264511,735.9687029157366,485.11428571428564
18.0,87,1016.1982526506696,490.67628609793525,616.9142857142858
18.0,127,520.1084978376116,859.7922415597099,727.4285714285714
18.0,132,996.759584263393,967.8478254045759,597.2857142857142
18.0,140,43.965191323416576,100.05556182861328,613.9142857142858
18.0,135,220.7376220703125,966.1299351283482,569.1142857142858
18.0,138,838.4437918526786,634.5877999441964,511.4285714285714
18.0,128,800.0116001674106,83.37845873151508,681.5714285714286
18.0,129,34.28642305646624,562.5931012834823,642.3428571428572
18.0,101,503.62214181082595,306.8109226771764,483.4
18.0,105,906.9142142159599,184.2202902657645,496.2
18.0,133,691.9079973493303,160.31426958356585,470.99999999999994
18.0,83,131.54998386928014,424.64640154157365,614.3142857142858
18.0,96,715.2951869419643,374.7223257882254,514.742857142857
18.0,134,359.68893345424107,25.97004590715681,609.1142857142856
19.0,123,362.3426147460938,304.4362758091518,625.657142857143
19.0,90,239.4701921735491,828.469002859933,632.9142857142858
19.0,75,132.4746534075056,358.6517578125,568.2857142857143
19.0,92,51.97332295009068,285.1367824009487,687.3142857142857
19.0,82,108.68160749162946,931.9001778738841,575.4285714285714
19.0,125,599.5528111049107,29.20049482073103,577.7142857142858
19.0,84,194.33113621303013,960.328547014509,595.5428571428572
19.0,77,770.2388480050224,839.334872000558,510.85714285714283
19.0,76,805.6215837751116,742.0646554129464,490.88571428571436
19.0,87,1016.2310808454241,494.5045078822544,608.3142857142857
19.0,127,519.5095860072546,866.1440987723214,727.6857142857142
19.0,132,996.7810442243303,973.3835536411832,578.0
19.0,140,44.24309474400112,102.80242309570312,633.4571428571429
19.0,135,220.28793901715963,969.6290073939732,564.8
19.0,138,838.2055594308035,648.7100830078125,511.5714285714286
19.0,128,800.0241088867189,90.52127075195314,679.0
19.0,129,34.025694492885044,564.9695329938615,638.8857142857142
19.0,101,503.72501307896204,313.10979527064734,471.0285714285714
19.0,105,906.1639875139508,190.65975690569198,490.99999999999994
19.0,133,690.9618425641742,166.13164978027345,459.57142857142856
19.0,83,130.854099382673,429.51742902483255,619.0857142857144
19.0,96,714.930353655134,381.83285522460943,512.7142857142858
