frame,x,y,z,vx,vy,vz,diameter
67.0,1015.9467163085936,378.4298095703125,470.00000000000006,0.06966145833376913,10.359822591146006,-1.499999999999794,10.940041542053223
68.0,1015.6891810825891,387.67915300641744,465.9142857142857,-0.4320322672520547,8.235875447591326,-2.999999999999723,10.998079299926758
69.0,1015.907927594866,395.4353794642857,482.31428571428575,0.4345855712896167,6.890187581380395,27.50000000000024,11.2272310256958
70.0,1015.7633475167411,402.50615757533484,505.65714285714296,-0.12612915039018446,7.568560282389555,24.91666666666687,9.166996002197266
71.0,1015.562060546875,409.7079895019532,503.11428571428576,-0.7904764811193132,6.990511576334804,-31.916666666666423,10.464158058166504
72.0,1015.2748151506697,417.63038330078126,473.54285714285714,0.5809580485031205,8.285491943359602,-27.833333333333073,11.2272310256958
73.0,1016.2370971679688,425.1234688895089,467.4,1.0250854492193042,7.369473775228116,15.250000000000242,11.562445640563965
74.0,1016.511807686942,431.5199881417411,465.31428571428575,-0.16595458984319578,5.132219950358248,-10.749999999999794,10.76405143737793
75.0,1016.2791538783483,438.35986066545763,459.57142857142856,-0.6645711263015244,8.26641337076844,-14.333333333333094,12.100518226623535
76.0,1015.8370588030133,446.1300615583147,451.7142857142857,0.140207926432808,8.098943074544515,10.250000000000263,12.15301513671875
77.0,1016.1923863002233,454.24146205357147,461.0,0.3106028238937881,7.073443094889605,1.0833333333335773,12.257335662841797
78.0,1016.2007533482143,460.90791451590405,458.57142857142856,-0.08296203613237196,7.16924540201849,-1.8333333333330515,11.780624389648438
79.0,1016.0166782924108,468.4794773646764,459.5142857142858,-0.43028259277295433,7.233289082845239,0.7500000000002203,12.205286979675293
80.0,1016.0220162527902,475.62905622209826,465.0857142857143,0.45739237467492444,7.6931686401369745,11.250000000000242,11.780624389648438
81.0,1016.3904227120536,483.2761492047991,468.9714285714286,0.33156331380251913,7.0952504475914395,-2.0833333333331083,11.17038345336914
82.0,1016.3663155691963,490.1929295131138,466.6857142857143,-0.465962727864067,7.125851949056226,-5.416666666666387,11.888212203979492
83.0,1015.7848022460937,497.40321742466523,464.2285714285714,-0.6284586588536456,7.094945271810154,2.9166666666668917,11.617374420166016
84.0,1015.322966657366,505.03072160993304,465.22857142857146,-0.2546793619787593,8.155197143554929,-1.5833333333330941,11.941642761230469
85.0,1015.4207484654019,512.9044991629464,461.9142857142857,0.39679972330776536,7.633926391601783,-4.916666666666387,11.888212203979492
86.0,1015.8103812081472,519.7873988560269,457.4857142857143,0.3871815999354169,6.209294637044529,-2.499999999999794,12.047792434692383
87.0,1015.7876586914064,526.631565638951,461.3714285714286,-0.38122558593701683,7.264231363932531,10.333333333333613,12.41217041015625
88.0,1015.680779157366,534.2891775948661,487.37142857142857,0.005132039388428211,8.303085327148672,34.833333333333556,11.113245964050293
89.0,1015.7371913364957,542.1695347377232,498.31428571428563,0.3278452555343705,7.240076700846608,-4.249999999999794,10.029253005981445
90.0,1015.9665073939733,548.9116315569197,478.7714285714286,-0.027308146158333102,6.3231099446617165,-42.416666666666366,11.834540367126465
91.0,1015.9821881975447,555.293385532924,450.85714285714283,0.11710611979214036,6.403111775716383,-8.083333333333108,12.964089393615723
92.0,1016.113525390625,561.8993530273439,453.00000000000006,0.1351216634119794,6.869455973307566,11.166666666666913,13.398759841918945
