frame,x,y,z,vx,vy,vz,diameter
1.0,805.251953125,626.1395263671876,493.00000000000006,-0.11852010091098464,8.483317057291991,-11.999999999999758,16.888032913208008
2.0,805.7750871930804,633.4716169084821,479.54285714285714,0.9575297037764159,6.355667114258118,-13.416666666666423,17.5534610748291
3.0,806.238201032366,639.5590366908483,472.17142857142863,0.384343465169664,5.478108723958606,-3.249999999999723,18.33399200439453
4.0,806.3630754743303,646.0574183872768,472.0285714285714,-0.5501912434891381,7.624552408854491,4.916666666666927,18.159543991088867
5.0,806.0244977678573,653.1626255580358,477.1142857142858,0.10366312662792154,6.8630676269534305,2.5833333333335347,18.29923439025879
6.0,805.8836861746652,659.8296752929688,475.17142857142863,-0.355534871418854,6.035034179687848,-4.083333333333073,17.84124183654785
7.0,805.5487269810269,666.0868913922991,474.0285714285715,-0.36156209309851306,6.724370320638329,-1.416666666666444,18.67799949645996
8.0,805.6130475725447,672.482737513951,471.22857142857146,0.47514343261748593,6.092941284179972,-0.16666666666644403,18.229522705078125
9.0,806.1023193359375,678.7059674944196,470.8857142857143,0.5065460205082672,6.174697875976925,-2.9999999999997797,18.67799949645996
10.0,806.1193830217634,684.6797851562501,473.9714285714286,-0.44861857096310587,6.0993652343753055,8.750000000000263,18.472362518310547
11.0,805.7968488420761,691.2348632812501,476.77142857142854,-0.35884602864550175,6.618301391601868,0.08333333333361281,17.805522918701172
12.0,805.1253487723214,697.7172834123884,479.82857142857137,-0.5247853597001466,6.728744506836222,0.6666666666668917,18.159543991088867
13.0,805.6382045200893,704.2350115094865,478.42857142857144,0.8465321858728316,6.0585886637373605,2.9166666666668846,17.223960876464844
14.0,805.8239972795759,710.7773890904019,487.0285714285714,0.3722991943363638,6.9981536865238,6.833333333333634,17.480775833129883
15.0,806.2188023158482,717.446484375,486.9428571428571,-0.47778320312470157,6.526214599609773,0.3333333333335773,16.66031837463379
16.0,805.7305943080356,723.670197405134,484.02857142857135,0.18214925130253334,5.7427724202477535,-11.083333333333073,17.589691162109375
17.0,805.7582885742188,729.7201677594867,483.1714285714285,-0.49296061197870245,6.386835734049818,9.916666666666892,17.5534610748291
18.0,805.3313703264511,735.9687029157366,485.11428571428564,-0.12026468912731048,6.225997924805064,-1.1666666666664085,17.297725677490234
19.0,805.6215837751116,742.0646554129464,490.88571428571436,0.45632425944043575,5.820226033528989,2.250000000000277,17.62584686279297
20.0,805.8051443917411,747.6835658482144,480.4571428571429,0.12554423014364602,5.69977823893263,-10.333333333333108,16.812471389770508
21.0,805.5663225446428,754.2658185686385,469.2285714285714,-0.7716267903641665,7.04577636718782,-20.499999999999723,18.84764862060547
22.0,804.8909266880581,761.0613717215402,469.8857142857143,-0.4279276529943843,7.034469604492486,23.250000000000277,19.049232482910156
23.0,804.872998046875,767.9556117466518,483.0285714285715,0.34438069661491966,6.164993286133253,7.833333333333535,16.812471389770508
24.0,805.3209769112724,773.6671299525669,486.88571428571436,0.6623535156254263,5.790924072265952,-9.666666666666409,17.589691162109375
25.0,806.4132934570314,779.7832571847098,473.1714285714286,1.1394297281904926,5.9545949300133145,-9.166666666666387,17.480775833129883
26.0,806.651039341518,785.3409109933036,466.4857142857143,-0.15234883626271767,5.871429443359787,-9.999999999999737,18.67799949645996
27.0,806.7576485770089,792.3086443219865,454.0857142857143,-0.36022440592402916,7.107610066732221,-7.916666666666366,19.38054847717285
28.0,805.8588954380581,798.5985403878348,454.7142857142857,-0.5641835530594506,6.548522949219205,1.8333333333335347,19.83509635925293
29.0,805.7403651646206,805.1367553710938,455.1428571428571,-0.5399475097652839,5.536010742187841,5.666666666666892,19.215604782104492
30.0,804.6497750418526,811.1682268415179,459.1142857142857,-0.6788482666012072,7.147043863932666,-3.999999999999737,19.314739227294922
31.0,804.3733869280135,817.8184605189732,450.68571428571425,-0.585367838541174,6.08236694335983,-6.166666666666387,19.314739227294922
32.0,804.8566824776786,824.5530552455359,455.40000000000003,1.873794555664432,7.022974650065493,8.833333333333464,20.216575622558594
33.0,806.3348231724331,831.2818394252233,465.3142857142858,0.9713134765628126,6.925420125325843,17.500000000000263,18.124452590942383
34.0,806.6052943638393,838.1301025390627,479.4,-0.5136159261063966,6.1787261962895315,5.333333333333627,17.805522918701172
35.0,806.2640747070315,843.6908761160714,485.5714285714286,-0.23195393880160964,5.522964477539588,9.250000000000242,17.00074577331543
36.0,805.8465140206474,849.2656180245535,496.80000000000007,-0.314244588215729,5.29471842447964,11.083333333333556,16.468151092529297
37.0,805.6084542410714,855.4608346121652,502.77142857142866,-0.40172831217414284,7.16294860839885,1.6666666666668917,15.997535705566406
38.0,805.3110595703125,862.0676025390626,493.1714285714285,0.03915405273482975,6.296778361003078,-19.2499999999997,16.545286178588867
39.0,805.7078927176341,868.3800763811385,481.02857142857147,0.4790445963545551,5.8654632568364065,-8.666666666666423,17.9834041595459
40.0,805.8634155273437,874.3231079101563,471.22857142857146,0.08840433756542154,6.379130045573362,-3.9166666666664227,17.912464141845703
41.0,805.7618321010044,880.4329415457589,469.2857142857143,-0.5204366048172631,5.736150105794692,-5.333333333333037,18.88139533996582
42.0,805.4269461495536,886.3908551897322,470.3142857142857,-0.010625203450132403,6.161178588867486,10.166666666666885,17.769733428955078
43.0,805.4357997349331,892.7510096958706,483.2857142857143,0.013158162435189524,6.634328206380687,12.750000000000263,17.5534610748291
44.0,805.3941144670758,899.3767508370536,487.7142857142857,-0.09818522135375929,6.566640218099437,-1.6666666666663872,16.351768493652344
45.0,805.3826939174107,905.9186680385046,480.25714285714287,0.04650878906286948,6.546030680338944,-13.083333333333151,17.5534610748291
46.0,805.4076171875001,912.7629202706473,484.0000000000001,0.08716328938839979,6.995605468750526,15.916666666666906,18.368682861328125
47.0,805.6988228934154,919.3996564592634,490.48571428571427,0.3569997151696782,6.5025838216151755,6.000000000000277,16.468151092529297
48.0,806.0176478794642,926.0182460239955,492.6285714285715,0.3535766601566195,6.318903605143788,-11.249999999999758,17.407785415649414
49.0,805.9392926897322,931.6784214564734,485.6857142857143,-0.46409606933559644,5.507207234700886,3.916666666666927,17.223960876464844
50.0,805.8254167829241,937.1929338727679,492.91428571428577,0.023925781250426326,5.100575764974479,6.000000000000263,17.517154693603516
51.0,805.6118913922991,942.5456630161831,490.17142857142863,-0.06625366210900552,5.971664428711378,-7.333333333333073,17.297725677490234
52.0,805.8589512416295,948.4718017578127,480.94285714285724,0.05276997884148216,5.806701660156733,-14.666666666666423,18.018770217895508
53.0,805.5609915597099,954.7337960379464,472.00000000000006,-0.23317464192660964,6.651753743490033,-0.3333333333330941,18.19456672668457
54.0,804.697998046875,961.7593994140627,474.00000000000006,-1.6228230794266665,7.385213216146354,3.1666666666669485,18.40330696105957
