frame,x,y,z,vx,vy,vz,diameter
63.0,504.4987487792969,946.0050659179688,642.0,-0.03144836425753539,4.654469807943272,-3.9999999999996945,5.970821380615234
64.0,504.55779418945315,950.8977730887277,641.2285714285714,0.06281280517602283,4.910120646159342,1.166666666666977,5.641895771026611
65.0,504.20018048967637,954.7479282924108,637.5428571428572,-0.5873692830401609,3.273763020833897,-4.99999999999973,6.180387020111084
66.0,503.82796282087054,958.337873186384,636.9142857142857,-0.45469411214168787,3.373814900716596,-1.5833333333330444,6.076507568359375
67.0,503.1144557407925,962.3560599190848,631.4857142857143,-0.5338770548500236,5.061950683594276,-2.6666666666663374,6.180387020111084
68.0,503.0001569475447,966.898095703125,631.5714285714287,-0.19424184163383984,3.932530721029167,-3.0833333333330657,7.81764030456543
69.0,502.5930018833705,970.748526436942,631.5142857142857,-0.15772247314427545,3.6126352945967994,6.9166666666670125,6.579524517059326
70.0,502.1642054966518,974.482875279018,636.6,-0.9741973876950922,4.030659993490019,0.583333333333627,5.863230228424072
71.0,501.7180480957032,978.4761648995536,633.4571428571429,0.11058553059919518,3.9420064290370505,-5.333333333333044,6.482044696807861
72.0,501.7479483468192,982.7421909877232,628.2,0.0730133056643183,4.4265696207687455,-5.666666666666359,7.225152015686035
73.0,501.53847917829245,986.7258370535715,627.8857142857144,-0.6080373128252461,3.8486938476566905,4.333333333333584,7.81764030456543
74.0,501.15979614257816,990.7944719587056,627.5428571428572,-0.18172963460264668,3.910415649414574,-2.1666666666663588,6.2825493812561035
75.0,500.90796857561384,994.8337890625,626.8571428571429,-0.2040557861325567,4.489593505859972,-2.749999999999673,6.675580978393555
76.0,500.50634765625006,999.1168212890626,629.0000000000001,-0.6543273925778692,3.9435323079432294,8.500000000000327,7.225152015686035
