frame,x,y,z,vx,vy,vz,diameter
23.0,451.88946533203125,673.5072021484375,601.0,0.7966105143231772,2.697001139323241,-64.16666666666636,6.482044696807861
24.0,452.54982561383935,676.4921090262277,573.7428571428572,0.43274434407570794,3.251586914062827,4.500000000000256,9.373021125793457
25.0,452.29833025251116,679.9390450613839,585.3714285714286,-0.7505874633786078,3.6850891113284305,33.00000000000033,6.180387020111084
26.0,451.8712960379464,683.3262416294643,607.4571428571429,-0.3521423339841334,3.125269571940393,-2.3333333333330444,5.970821380615234
27.0,451.80229753766736,686.5217651367188,604.4000000000001,0.46517435709655786,3.1912790934247823,0.9166666666669201,6.076507568359375
28.0,451.9071568080358,690.1657488141742,605.6857142857143,-0.3366546630856746,4.058629353841432,1.0000000000002913,5.970821380615234
29.0,451.66495535714284,693.8328037806921,606.6571428571428,-0.263310750325239,3.446075439453452,1.3333333333336412,5.863230228424072
30.0,451.28877999441966,697.2781284877233,606.8285714285714,-0.2462310791012854,3.123748779297159,-1.166666666666373,5.863230228424072
31.0,451.35061209542414,700.171745954241,605.4285714285714,0.08164723714214972,3.0183003743492662,-1.9166666666663374,5.863230228424072
32.0,451.30906459263394,703.2700230189732,602.4857142857143,0.07810465494814167,2.9375000000003055,-3.49999999999973,5.970821380615234
33.0,451.0411071777344,706.5006713867188,598.0,-0.7108154296872229,3.614980061849323,-5.499999999999744,6.579524517059326
