frame,x,y,z,vx,vy,vz,diameter
56.0,773.98486328125,9.462271690368654,656.0,-1.158935546874602,0.8367816607157434,-11.999999999999673,8.21472454071045
57.0,773.1304199218748,11.537160982404439,659.0,-0.5178426106766807,3.29779450098674,14.750000000000327,7.81764030456543
58.0,773.0274989536831,15.808035251072479,674.3428571428572,0.35987854003941777,5.593523899714159,19.500000000000327,12.100518226623535
59.0,773.5205531529018,21.490826198032927,670.4,0.5512186686202227,5.466672579447437,-26.916666666666337,10.029253005981445
60.0,773.9533656529019,27.078823852539067,647.0857142857143,0.26675923665412427,5.627529462178563,-23.499999999999694,7.898653984069824
61.0,773.9199619838171,32.500027901785714,634.7714285714286,-0.28560892740854626,5.28310616811118,5.1666666666670125,7.898653984069824
62.0,773.6655779157367,37.655165100097655,642.4285714285714,-0.27196248372361254,4.908065478007016,6.416666666666956,9.373021125793457
63.0,773.4193219866072,42.34494029453823,644.6,-0.050552368163650385,4.627710024515808,-0.99999999999973,8.956232070922852
64.0,773.8490077427456,46.88076629638673,642.1142857142858,0.6398824055994083,4.508454004923527,-4.7499999999996945,9.027033805847168
65.0,774.1174490792412,52.45793576921736,642.4571428571429,0.23615010579472084,6.255507469177267,5.750000000000348,7.48482084274292
66.0,774.3874459402901,57.81604101998465,647.5714285714287,-0.0877075195308663,5.116930643717474,7.333333333333698,7.136496543884277
67.0,774.3493913922991,62.849540601457875,666.3142857142858,0.31381734212273216,4.204595565795935,22.583333333333584,6.2825493812561035
68.0,774.5600428989956,67.40583376203264,679.0571428571429,-0.04973347981729148,5.459232012430851,10.000000000000327,5.52790641784668
69.0,774.5401611328126,72.72652435302736,674.0000000000001,0.060933430990033344,4.993480046590205,-22.66666666666638,5.641895771026611
